video-name,f-init,n-frames,video-frames,sentences
v_8TNzCiy8iaY,0,1454,4766,A man wearing a suit in the city walks down the streets of new york and meets up with another man who likes just like him.
v_8TNzCiy8iaY,1454,2694,4766, The men compare items and then perform a dance routine in the center.
v_8TNzCiy8iaY,4029,739,4766, The men grabs hands to end the routine then walk away from one another.
v_8TqqLqBb3sk,0,14250,43782,A woman is standing in a kitchen while talking.
v_8TqqLqBb3sk,16660,6789,43782," She shows a bag, pushing on it with her fist."
v_8TqqLqBb3sk,26300,17540,43782," She closes it up, and shows how it stays in shape."
v_8twDb4CdhE0,0,7560,35949,A close up of a woman is shown speaking to the camera holding an ice cream in front of her face.
v_8twDb4CdhE0,7200,28790,35949, She takes multiple bites of the ice cream while the camera pans around her body and several other people surround her.
v_8Tyu4-JnfDc,0,133,5359,"A white screen appears with a green logo and green and gray words appear and it says ""howdini get yourself a guru""."
v_8Tyu4-JnfDc,133,858,5359," A brunette woman standing in a kitchen is talking and the words on the screen say ""Howdini Guru Cricket Azima Chef and Author"", then a green screen appears quickly and it say's ""Cookie Exchange Recipes"", and goes back to the woman talking."
v_8Tyu4-JnfDc,992,1528,5359,"Cookies on a plate are shown and the words on the screen say they are ""Peanut Butter Blossoms"", and begins to show the woman pouring all the ingredients into a bowl to make them, rolling them in sugar, putting them on a tray for baking, and then showing the final product when they're done baking and the website to go to to see the full recipe."
v_8Tyu4-JnfDc,2520,2145,5359,"The woman is talking again and the next cookie she is shown making is called ""cookie snowballs"" and it shows all the ingredients needed, a list on how long to cook it for, and she's demonstrating step by step until it's all baked and on a plate next to the other cookies."
v_8Tyu4-JnfDc,4665,697,5359,"The video ends with more pictures of other cookies she wasn't shown making, then to a green screen that has white words that include a message to go to their website if you want to see more videos of their cookie recipes."
v_8UJ5PGzu1PE,17,217,884,A man lays a Coca Cola bottle on a bundle of hay.
v_8UJ5PGzu1PE,448,97,884, The man shots an arrow from a bow.
v_8UJ5PGzu1PE,772,115,884, The arrow uncaps the bottle.
v_8uP35-qttBo,0,1017,4964,Two men are seen speaking to the camera while each hold a bow and arrow.
v_8uP35-qttBo,893,2928,4964, One man shows off his while clips are shown of people shooting the bow and shown in between.
v_8uP35-qttBo,3847,868,4964, The other man shows off his bow while still showing off his specs.
v_8UvKQnfXnCk,0,2340,2336,A person is water skiing behind a boat.
v_8UvKQnfXnCk,70,81,2336, Another boat is seen in the water behind them.
v_8UvKQnfXnCk,678,1661,2336, They are going around yellow cones in the water.
v_8UyB9XigBXM,0,747,5974,A young girl is seen brushing her hair as well as spraying product into her hair.
v_8UyB9XigBXM,776,2240,5974, She takes her hair in parts and begins braiding her hair.
v_8UyB9XigBXM,2957,3017,5974, She finishes braiding her hair and ends by a picture of the braid.
v_8Uyi1KXdS50,0,394,3285,An elderly woman is seated in a chair.
v_8Uyi1KXdS50,460,1626,3285, She is knitting with red yarn.
v_8Uyi1KXdS50,2218,1067,3285, She talks to the person with the camera as she knits.
v_8v2sAylgkgc,0,775,1519,"A man is at a park, where he and his wife, who is holding a baby, push two small children on the swings."
v_8v2sAylgkgc,935,585,1519, The woman disappears as the man continues to push.
v_8v4NoUJMssI,99,132,1322,A man pours coffee into a mug.
v_8v4NoUJMssI,238,437,1322, The man grabs open a beer bottle with the use of a jug.
v_8v4NoUJMssI,682,178,1322, The man pours the beer into the mug.
v_8v4NoUJMssI,867,317,1322, The man drinks the drink.
v_8vcO5DRxP6c,518,701,6092,A man picks up a ball and puts it behind his neck and throws it onto the field.
v_8vcO5DRxP6c,1859,1066,6092, Another man in a blue shirt picks up a ball and puts it behind his ear and throws it onto the field.
v_8vcO5DRxP6c,2926,60,6092, People measure the distance on the field.
v_8vcO5DRxP6c,3566,304,6092, The man puts on a white t shirt and puts his arms in the air.
v_8vcO5DRxP6c,4450,335,6092, Another man launches a ball onto the field.
v_8VPiqCCOPWg,0,323,4966,A woman is seen diving through colorful banners.
v_8VPiqCCOPWg,372,124,4966, The outside of a building is shown.
v_8VPiqCCOPWg,645,794,4966," We see a scoreboard, then women being prepped for swimming by their coaches."
v_8VPiqCCOPWg,1540,2980,4966," The women take turns diving off the high board, flipping as they go."
v_8VPiqCCOPWg,4545,421,4966, The winner poses with a medal as everyone claps.
v_8VYre-lXqIo,0,964,5073,A pregnant woman is slowly moving in a room.
v_8VYre-lXqIo,1040,1928,5073, She moves side to side as she goes.
v_8VYre-lXqIo,3019,2055,5073," She lifts her feet and arms, doing several martial arts moves."
v_8W-x068F4tE,0,1039,1746,An athletic man is seen standing before a beam and begins performing a gymnastics routine.
v_8W-x068F4tE,900,847,1746, He swings himself around and around performing flips and tricks and ends by kissing the crowd and walking away.
v_8wDm37sdBCI,0,618,616,A person is down below and is swinging a fabric and hitting it onto something.
v_8wDm37sdBCI,0,145,616, A wide shot of a city is shown from the from above.
v_8wDm37sdBCI,145,472,616,The view pans to other parts of the city and then zooms on other people hitting fabric onto an object as well.
v_8WFB_LUOx4k,0,990,4607,A camera captures several shots of sites as well as people standing outside drinking and celebrating.
v_8WFB_LUOx4k,967,668,4607, One man pulls out a weed and a drone is seen flying in the distance.
v_8WFB_LUOx4k,1635,1267,4607, The people attempt to hit the drone and then are seen driving around on a golf cart around other people.
v_8WFB_LUOx4k,3018,1589,4607, A man shows up in a guerrilla suit and the drone flies over people playing games and riding around.
v_8WJWtfmEipI,0,59,477,A car is stopped at a red light and there's a view of a small town that has some snow on the ground.
v_8WJWtfmEipI,59,289,477,The light turns green and the car drives down the street and there's no people walking on the sidewalk and just one truck parked.
v_8WJWtfmEipI,349,128,477, On the right side there's someone shoveling ice from the road and the car passes him.
v_8wKBvYGGldQ,455,825,2462,There is a fast motion video showing a family carving four pumpkins to make jack o lanterns in their kitchen.
v_8wKBvYGGldQ,1280,887,2462, There is a little baby sitting on the dinning table watching the others carve the pumpkins.
v_8wKBvYGGldQ,2168,184,2462,The two other girls are helping their parents carve the pumpkins and remove the seeds and pulp out of the pumpkin.
v_8wNsOZHTsj0,0,683,2101,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces.
v_8wNsOZHTsj0,746,903,2101, A man splits logs in the yard by himself.
v_8wNsOZHTsj0,1923,178,2101, The man sets his ax blade into the log and takes a brake.
v_lCuMD23jOxo,2370,58380,157850,A person is seen speaking to the camera and smoking out of a hookah pipe.
v_lCuMD23jOxo,41030,116770,157850, The camera pans around the area and continues to speak to the man and leads into a shot of a boat going by and a close fire.
v_lcUtnIptSjM,0,1234,6858,A woman in a lab coat is in a hospital recovery room.
v_lcUtnIptSjM,1268,3395,6858, She soaps up her hands well with soap.
v_lcUtnIptSjM,4835,2023,6858, She then rinses and dries them thoroughly.
v_lcVkXTsnR7A,34,205,6846,A guy climbs up the stairs carrying a black amplifier.
v_lcVkXTsnR7A,273,68,6846, The guy walks through a door he opened.
v_lcVkXTsnR7A,513,6128,6846, The guy plays a harmonica with a microphone in one hand.
v_lcVkXTsnR7A,890,4964,6846, The guy plays the guitar.
v_lcVkXTsnR7A,3663,170,6846, The black amplifier is displayed on a table.
v_lcVkXTsnR7A,6744,68,6846, The amplifier is displayed on a table.
v_lcwR7eA-VOY,0,2425,5327,Two wrestlers are up on a ring arguing.
v_lcwR7eA-VOY,242,2156,5327," The referee stands by, instructing them on what to do."
v_lcwR7eA-VOY,2452,1751,5327, They finally get to the arm wrestling.
v_lcwR7eA-VOY,0,5390,5327, The crowd around them cheers on.
v_lcwR7eA-VOY,4231,296,5327, A guy jumps onto the ring and begins to fight with one of the wrestlers.
v_lcwR7eA-VOY,4554,188,5327, The man leaves the ring and the wrestler approaches the other wrestler and beats him to the ground.
v_lcwR7eA-VOY,4797,593,5327, The wrestler celebrates his win.
v_LdAT5MEBkuQ,107,143,3586,A man water skiis at a river.
v_LdAT5MEBkuQ,269,161,3586, A long haired man operates a boat and the boat drags a man water skiing across the water.
v_LdAT5MEBkuQ,448,197,3586, A man in glasses speaks to the camera.
v_LdAT5MEBkuQ,681,71,3586, A guy holding onto a rope attached to a boat water skiis.
v_LdAT5MEBkuQ,771,717,3586," The man in the glasses appears again, speaking to the camera and points to a man water skiing on the river."
v_LdAT5MEBkuQ,1506,986,3586, The water skiier glides back and forth on the water of the river.
v_LdAT5MEBkuQ,2511,986,3586, The man in glasses talks about the water skiis.
v_ldjIg23Rofw,0,1050,6176,two man are in a room playing row row row your boat.
v_ldjIg23Rofw,1050,864,6176, two men are playing taking a selfie in a living room.
v_ldjIg23Rofw,1915,216,6176, man is standing in living room playing beer pong and taking out his shirt.
v_ldjIg23Rofw,2131,555,6176, man is standing in the living room holding a tennis racket and hiting a ball.
v_ldjIg23Rofw,2717,3459,6176, two men are standing in the living oom playing beer pong and doing other shot games with a bottle of whiskey.
v_LDjomH0-hYA,0,5432,5685,A woman wearing a dress is dancing on a stage.
v_LDjomH0-hYA,2758,199,5685, Smoke is pumped out onto the stage behind her.
v_LDjomH0-hYA,5460,28,5685, She bows at the end and steps back.
v_lDriXPZt_Yg,0,287,2497,A woman is holding a bottle of purple nail polish up to the camera.
v_lDriXPZt_Yg,449,1424,2497, She then applies it to her nails.
v_lDriXPZt_Yg,1936,562,2497," When she is done, she shows off her nails and the polish one last time."
v_LDSEEw5oUM4,0,387,3874,A woman is seen walking onto a large gym floor while holding a baton and striking a pose.
v_LDSEEw5oUM4,407,2190,3874, The woman then performs a dance routine with the baton throwing it up into the air and spinning around.
v_LDSEEw5oUM4,2597,1279,3874, She continues spinning around and holds a pose in the end and walks away from the judges.
v_LE05u6TR9MI,0,479,1062,A large group of people are seen standing in a crowd yelling and playing a game of volleyball.
v_LE05u6TR9MI,373,671,1062, The group of girls continue to play while people cheer on the sides as well as cheerleaders.
v_Le6fNx5IWRI,0,525,4038,A stadium is seen from above with a large audience.
v_Le6fNx5IWRI,585,1858,4038, Gymnasts compete in an event and do stationary platform routine with hand grips.
v_Le6fNx5IWRI,2726,383,4038, The medalists of the competition receive their awards and stand together waving.
v_Le6fNx5IWRI,3171,848,4038, Athletes give interviews after the competition.
v_legHHtPK5fA,0,178,958,A group of men are standing in a row.
v_legHHtPK5fA,260,554,958, They are throwing darts at targets.
v_legHHtPK5fA,824,139,958, The people converse as they try to hit their targets.
v_leJM3mgm_gU,0,70,3574,"A large, blue ball is tossed in the air."
v_leJM3mgm_gU,1210,879,3574," A child runs to catch a blue, large ball."
v_leJM3mgm_gU,2230,1370,3574, The child falls on the lawn.
v_leKf6Q87IYg,21,1250,4237,Several pictures of seen of a man wakeboarding and leading into him speaking to the camera.
v_leKf6Q87IYg,1081,2373,4237, He demonstrates how to properly perform moves while standing on the lawn.
v_leKf6Q87IYg,2861,1335,4237, It follows into the man riding around on a wakeboard.
v_lEqYTrzaHsc,0,17860,61518,An intro leads into a boat full of people flying on the water.
v_lEqYTrzaHsc,16630,44970,61518, The camera shows various angles of the boat moving along the water as well as close ups on the people on board.
v_LeSq1XE93mE,0,1571,6833,A band is shown on a stage.
v_LeSq1XE93mE,1811,3314,6833," A man is playing guitar, and the man to his right is playing the drums."
v_LeSq1XE93mE,5296,1537,6833, The person in front of them is dancing and singing.
v_lEYr4d4vBWc,0,1677,5159,A close up of a wall is shown followed by several clips of men opening a window.
v_lEYr4d4vBWc,1625,2090,5159, They're also seen working on a roof and putting tiles down on the side.
v_lEYr4d4vBWc,3535,1315,5159, They put in a window and end by closing up.
v_LFbW1KVHT8s,0,331,2367,a elder man is on water standing on a jet ski.
v_LFbW1KVHT8s,225,616,2367, The man begins to jet ski.
v_LFbW1KVHT8s,770,628,2367, The man takes on hand off of the handle.
v_LFbW1KVHT8s,1315,1054,2367, The man places both hands back on the handle and jet skis.
v_LFeoVokXAFY,0,211,1458,A man uses a large plastic blue bat.
v_LFeoVokXAFY,299,964,1458, He swings it at a pinata shaped like spongebob squarepants.
v_LFeoVokXAFY,1314,146,1458," He misses several times, and keeps swinging."
